2.718120805369127702e+00,1.880541881271512450e+00
2.751677852348993092e+00,1.793517057396343040e+00
2.785234899328858926e+00,1.803540751034768963e+00
2.818791946308724761e+00,1.862807233230699300e+00
2.852348993288590595e+00,1.910956409941034329e+00
2.885906040268456429e+00,1.809849899833478881e+00
2.919463087248322264e+00,1.888248575493771675e+00
2.953020134228188098e+00,1.869595814447917004e+00
2.986577181208053489e+00,1.799072607284472269e+00
3.020134228187919323e+00,1.782892184637733912e+00
3.053691275167785157e+00,1.868991435433634551e+00
3.087248322147650992e+00,1.807537789450728072e+00
3.120805369127516826e+00,1.746255933292464979e+00
3.154362416107382661e+00,1.793057996328821568e+00
3.187919463087248495e+00,1.829742325657076396e+00
3.221476510067113885e+00,1.913766957690512971e+00
3.255033557046979720e+00,1.792056475095419099e+00
3.288590604026845554e+00,1.830756520114813934e+00
3.322147651006711389e+00,1.866880209647238553e+00
3.355704697986577223e+00,1.856427451253628069e+00
3.389261744966443057e+00,1.771866539636376636e+00
3.422818791946308892e+00,1.811483109043162898e+00
3.456375838926174726e+00,1.732097204784165845e+00
3.489932885906040116e+00,1.833583218296376272e+00
3.523489932885905951e+00,1.737330334996356695e+00
3.557046979865771785e+00,1.776984406128619742e+00
3.590604026845637620e+00,1.726776254281650269e+00
3.624161073825503454e+00,1.769992087962310556e+00
3.657718120805369288e+00,1.793340998912712259e+00
3.691275167785235123e+00,1.781692545246327031e+00
3.724832214765100513e+00,1.710955438334055057e+00
3.758389261744966348e+00,1.777416481973172369e+00
3.791946308724832182e+00,1.687634749408841728e+00
3.825503355704698016e+00,1.762368057591032100e+00
3.859060402684563851e+00,1.846454024281165562e+00
3.892617449664429685e+00,1.781511115702380632e+00
3.926174496644295520e+00,1.741625218872643321e+00
3.959731543624160910e+00,1.786923788776525024e+00
3.993288590604026744e+00,1.736381447705730885e+00
4.026845637583893023e+00,1.840355391102538318e+00
4.060402684563758413e+00,1.770243987114997308e+00
4.093959731543623803e+00,1.781909042031566859e+00
4.127516778523490082e+00,1.719763741699625426e+00
4.161073825503355472e+00,1.733135396995571176e+00
4.194630872483221751e+00,1.735156868435743238e+00
4.228187919463087141e+00,1.827287209592063810e+00
4.261744966442953420e+00,1.678454084764761767e+00
4.295302013422818810e+00,1.740091928089948281e+00
4.328859060402684200e+00,1.734884199879686451e+00
4.362416107382550479e+00,1.853716738057941571e+00
4.395973154362415869e+00,1.743852591648203498e+00
4.429530201342282147e+00,1.789313652358235807e+00
4.463087248322147538e+00,1.800195223853306770e+00
4.496644295302013816e+00,1.828124928890078049e+00
4.530201342281879207e+00,1.761636799583992774e+00
4.563758389261744597e+00,1.652774398468326966e+00
4.597315436241610875e+00,1.711076900664447287e+00
4.630872483221476266e+00,1.683843804287725510e+00
4.664429530201342544e+00,1.800703544883562435e+00
4.697986577181207934e+00,1.757376839686867420e+00
4.731543624161074213e+00,1.735797720049428117e+00
4.765100671140939603e+00,1.718839675441895753e+00
4.798657718120804994e+00,1.677299613749530183e+00
4.832214765100671272e+00,1.712112874599657886e+00
4.865771812080536662e+00,1.709381743113360441e+00
4.899328859060402941e+00,1.672174382607748422e+00
4.932885906040268331e+00,1.725416080773413130e+00
4.966442953020134610e+00,1.795720531720523816e+00
5.000000000000000000e+00,1.726285021610539205e+00
